filename,n_heavy_atoms,n_atoms,n_electrons,xyz,xyz_oxidized,u0_b3lyp,u0_g4mp2,zpe_b3lyp,electronic_oxidized_b3lyp,electronic_oxidized_wB97Xd,electronic_oxidized_b3lyp_large,electronic_neutral_b3lyp,electronic_neutral_wB97Xd,electronic_neutral_b3lyp_large,u0_oxidized_b3lyp,u0_oxidized_g4mp2,zpe_oxidized_b3lyp,u0_b3lyp_large,u0_wB97Xd,u0_oxidized_b3lyp_large,u0_oxidized_wB97Xd
dsgdb9nsd_000038,4,8,32,"8
H4 C2 O2
O 0.193759 1.371710 0.313983
C 0.049926 0.014055 -0.045262
C -1.408880 -0.396357 -0.206016
O -1.777295 -1.372339 -0.803617
H -0.017232 1.912691 -0.453378
H 0.604405 -0.265198 -0.952057
H 0.467404 -0.575217 0.781763
H -2.118351 0.300760 0.298705","8

O -1.647592 -0.29489 -0.113943
C -0.64887 0.526954 0.212985
C 0.837563 -0.386652 0.186281
O 1.795493 0.124286 -0.237182
H -1.920355 -0.210404 -1.043656
H -0.447527 1.376 -0.442602
H -0.64707 0.754599 1.287014
H 0.699593 -1.397172 0.612644
",-228.992613,-228.77079,0.060508,-228.71106,-228.695074,-228.7182059,-229.053121,-229.0513869,-229.0716649,-228.651922,-228.4083834,0.059138,-229.0111569,-228.9908789,-228.6590679,-228.635936
dsgdb9nsd_000039,4,14,34,"14
H10 C4
C -0.030076 1.558049 0.029808
C 0.007073 0.028349 -0.007125
C 0.713208 -0.529893 -1.247656
C 0.750369 -2.059594 -1.284590
H 0.981953 1.978451 0.028008
H -0.555824 1.962123 -0.842702
H -0.540838 1.926928 0.924937
H 0.509287 -0.349090 0.893613
H -1.017335 -0.365423 0.032074
H 0.210989 -0.152458 -2.148393
H 1.737613 -0.136116 -1.286857
H 1.276169 -2.463664 -0.412110
H -0.261657 -2.480004 -1.282736
H 1.261085 -2.428464 -2.179748","14

C 1.975577 -0.18131 -2.8e-05
C 0.737547 0.61752 0.000123
C -0.737492 -0.61739 9.8e-05
C -1.97567 0.181174 -9.4e-05
H 2.127941 -0.774548 0.90424
H 2.126834 -0.776061 -0.903515
H 2.781887 0.58833 -0.00142
H 0.471389 1.143419 0.91652
H 0.471508 1.143368 -0.916361
H -0.471134 -1.143279 -0.916297
H -0.471281 -1.143034 0.916674
H -2.127532 0.775352 0.903675
H -2.127453 0.774981 -0.90412
H -2.78193 -0.588487 9e-06
",-158.340943,-158.140693,0.131708,-158.105533,-158.08447,-158.106874,-158.472651,-158.4598464,-158.4776815,-157.979771,-157.7600971,0.125762,-158.3459735,-158.3281384,-157.981112,-157.958708
dsgdb9nsd_000040,4,12,34,"12
H8 C3 O1
C -0.003790 1.521968 0.010280
C -0.035894 -0.007783 0.002257
C -1.452190 -0.566537 0.012844
O -1.367998 -1.983946 0.004536
H 1.024776 1.894112 0.002398
H -0.512867 1.937646 -0.866539
H -0.495841 1.928013 0.901217
H 0.481408 -0.395306 -0.883161
H 0.498286 -0.404863 0.873303
H -1.987342 -0.203995 0.906661
H -2.004315 -0.194595 -0.866665
H -2.261718 -2.338243 0.010347","12

C -1.898539 0.194493 0.013579
C -0.653596 -0.619889 -0.014585
C 0.764956 0.560481 0.013276
O 1.871324 -0.156272 -0.10988
H -2.714725 -0.555414 0.000675
H -2.026255 0.777722 0.928158
H -2.035308 0.820751 -0.870547
H -0.43194 -1.203941 0.879252
H -0.427976 -1.149212 -0.939826
H 0.536187 1.104445 -0.902882
H 0.591726 1.06216 0.966641
H 2.260776 -0.416851 0.743948
",-194.261089,-194.0539,0.108241,-194.023697,-194.0071889,-194.0278491,-194.36933,-194.3653539,-194.3825471,-193.918185,-193.6874073,0.105512,-194.2743061,-194.2571129,-193.9223371,-193.9016769
dsgdb9nsd_000041,4,12,34,"12
H8 C3 O1
C -0.005196 1.508682 0.033088
C 0.013166 -0.010378 0.019886
O 0.697589 -0.463441 1.168690
C 0.766885 -1.865082 1.246027
H 1.014455 1.904238 0.029960
H -0.529909 1.891841 -0.847269
H -0.512638 1.878058 0.928754
H -1.015995 -0.409987 0.007143
H 0.510931 -0.383694 -0.892194
H -0.234158 -2.324515 1.289778
H 1.301293 -2.298537 0.384861
H 1.309903 -2.118120 2.160132","12

C 1.664206 -0.484447 -0.018908
C 0.574005 0.644282 0.219284
O -0.563105 0.260403 -0.489176
C -1.674055 -0.317378 0.169479
H 1.847384 -0.613341 -1.085073
H 2.558403 -0.100528 0.480946
H 1.329465 -1.414068 0.442876
H 0.364678 0.768796 1.283797
H 0.945892 1.550639 -0.273655
H -1.916101 -1.240977 -0.374892
H -1.495589 -0.464917 1.234904
H -2.51423 0.376428 -0.014627
",-194.254127,-194.040054,0.107895,-194.021475,-194.0005153,-194.0240686,-194.362022,-194.3519658,-194.3721167,-193.916443,-193.682537,0.105032,-194.2642217,-194.2440708,-193.9190366,-193.8954833
dsgdb9nsd_000042,4,10,34,"10
H6 C2 O2
O -0.014187 1.426422 -0.054237
C -0.003918 0.007177 0.034961
C -1.423170 -0.555606 -0.012566
O -2.112294 -0.105639 -1.172283
H -0.189879 1.641547 -0.975551
H 0.596595 -0.433154 -0.774091
H 0.473111 -0.249037 0.987472
H -1.394949 -1.649753 -0.062832
H -1.964974 -0.272169 0.901320
H -2.359260 0.809444 -1.006146","10

O 1.531946 -0.495692 -0.23961
C 0.895557 0.535522 0.294008
C -0.895544 0.535524 -0.294011
O -1.531947 -0.495681 0.239616
H 1.565445 -1.265092 0.352461
H 0.741003 0.53881 1.373768
H 1.167242 1.478613 -0.182449
H -1.167215 1.478619 0.182449
H -0.740991 0.538813 -1.373769
H -1.565548 -1.26505 -0.352488
",-230.183076,-229.967805,0.085172,-229.936578,-229.9256863,-229.9448404,-230.268248,-230.2720977,-230.2879051,-229.852496,-229.6107205,0.084082,-230.2027331,-230.1869257,-229.8607584,-229.8416043
dsgdb9nsd_000043,4,12,32,"12
H8 C4
C -0.036022 1.520929 0.015692
C 0.019385 0.010044 0.048150
C 1.308917 -0.712520 -0.249204
C 0.753474 -0.702677 1.155647
H 0.901057 1.953893 0.382833
H -0.196404 1.894374 -1.002086
H -0.846853 1.905889 0.644513
H -0.884168 -0.480019 -0.305663
H 1.269009 -1.639031 -0.811504
H 2.190107 -0.111312 -0.449275
H 1.262489 -0.094875 1.896900
H 0.335408 -1.622489 1.549807","12

C -1.581341 0.151023 -0.165366
C -0.326773 -0.237591 0.487254
C 0.888454 -0.711881 -0.234202
C 1.220902 0.715671 -0.050393
H -1.504902 0.255148 -1.248722
H -2.307456 -0.655937 0.053758
H -2.021984 1.046678 0.291308
H -0.296014 -0.252077 1.574647
H 1.506981 -1.396783 0.346187
H 0.705583 -1.008238 -1.265962
H 0.965093 1.447188 -0.809827
H 1.745244 1.060689 0.834854
",-157.116735,-156.916893,0.109284,-156.897038,-156.8773474,-156.8983924,-157.226019,-157.2142305,-157.2316006,-156.791395,-156.5751509,0.105643,-157.1223166,-157.1049465,-156.7927494,-156.7717044
dsgdb9nsd_000044,4,10,32,"10
H6 C3 O1
C -0.016463 1.518307 0.007714
C -0.027432 0.016577 -0.108897
C 0.772966 -0.701319 -1.108631
O 1.172123 -0.667030 0.262788
H 0.918660 1.929142 -0.382859
H -0.851580 1.954565 -0.551095
H -0.114877 1.825965 1.053978
H -0.935826 -0.473506 0.246828
H 0.444439 -1.672015 -1.478106
H 1.405383 -0.136003 -1.792715","10

C 1.572481 0.120011 -0.208083
C 0.271497 0.059987 0.459402
C -1.327524 0.440651 -0.187451
O -0.704156 -0.764879 -0.038763
H 1.516266 -0.158027 -1.261257
H 2.020164 1.1118 -0.069492
H 2.24721 -0.585389 0.309954
H 0.136978 0.40063 1.489002
H -1.831987 0.890794 0.667636
H -1.554111 0.73533 -1.208949
",-193.039603,-192.826452,0.085275,-192.769873,-192.7523799,-192.7733487,-193.124878,-193.1164168,-193.1352315,-192.688003,-192.4568312,0.08187,-193.0499565,-193.0311418,-192.6914787,-192.6705099
dsgdb9nsd_000045,4,11,32,"11
H7 C3 N1
C -0.052755 1.474196 0.009991
N 0.019405 0.021899 0.063349
C 1.325110 -0.564468 -0.214207
C 0.780518 -0.540580 1.172428
H 0.867842 1.971761 0.362973
H -0.238452 1.790950 -1.021429
H -0.886834 1.819390 0.629504
H 1.319929 -1.481868 -0.796020
H 2.152028 0.110202 -0.432852
H 1.245636 0.149961 1.874992
H 0.370134 -1.440204 1.622334","11

C 1.589904 -8e-06 0.025914
N 0.183864 -3e-06 -0.23771
C -0.984441 -0.761676 0.062978
C -0.984428 0.761681 0.062976
H 1.732865 0.000167 1.121911
H 2.03817 -0.907401 -0.384594
H 2.038212 0.907251 -0.384856
H -1.462678 -1.251894 -0.784473
H -0.948591 -1.339939 0.984626
H -0.948571 1.339946 0.984623
H -1.462662 1.251902 -0.784476
",-173.147782,-172.942827,0.097671,-172.942043,-172.9236671,-172.9434342,-173.245453,-173.2349009,-173.2529627,-172.846573,-172.6249738,0.09547,-173.1552917,-173.1372299,-172.8479642,-172.8281971
dsgdb9nsd_000046,4,10,32,"10
H6 C3 O1
O 0.215776 1.353869 -0.106951
C 0.016281 -0.028327 -0.029157
C -0.390815 -0.714970 1.243157
C -1.351181 -0.642804 0.062736
H -0.436423 1.790628 0.450068
H 0.749812 -0.524040 -0.656248
H 0.059594 -1.668405 1.497292
H -0.613694 -0.088480 2.101706
H -2.198219 0.030584 0.154115
H -1.563959 -1.546404 -0.498265","10

O -1.541847 0.257751 -0.119299
C -0.482063 -0.164883 0.475416
C 0.710881 -0.7349 -0.187631
C 1.361017 0.605871 -0.070356
H -1.577383 0.061818 -1.073485
H -0.506384 -0.011746 1.552212
H 1.190927 -1.506281 0.418268
H 0.533637 -1.063985 -1.213402
H 1.234036 1.346754 -0.852213
H 1.920939 0.8749 0.818431
",-193.034988,-192.82628,0.085106,-192.812273,-192.7959645,-192.8163551,-193.120094,-193.1162705,-193.132453,-192.728332,-192.5000843,0.083941,-193.047347,-193.0311645,-192.7324141,-192.7120235
dsgdb9nsd_000047,4,12,32,"12
H8 C4
C -0.025430 1.540326 -0.042159
C 1.525644 1.504200 0.041213
C 1.421467 0.061468 0.608449
C -0.026388 -0.010710 0.049351
H -0.465914 1.996399 0.849629
H -0.479002 2.000282 -0.923654
H 1.982483 1.513753 -0.953032
H 2.021914 2.259866 0.655221
H 2.142917 -0.679564 0.255315
H 1.431059 0.057515 1.702619
H -0.790534 -0.485303 0.669966
H -0.052332 -0.472384 -0.942364","12

C -1.024772 0.548061 0.016113
C 0.687016 0.88969 -0.016223
C 1.024453 -0.548198 0.016082
C -0.686749 -0.889599 -0.016194
H -1.406117 0.959202 0.948472
H -1.444599 0.997772 -0.881621
H 0.853965 1.418034 -0.953555
H 0.872824 1.469362 0.887307
H 1.444416 -0.99761 -0.881767
H 1.40638 -0.95914 0.94828
H -0.872248 -1.469062 0.887475
H -0.854311 -1.418281 -0.953253
",-157.115484,-156.915315,0.110511,-156.877539,-156.8577617,-156.8785527,-157.225995,-157.2149245,-157.2308048,-156.771806,-156.5546741,0.105733,-157.1202938,-157.1044135,-156.7728197,-156.7520287
dsgdb9nsd_000048,4,10,32,"10
H6 C3 O1
C -0.034898 1.552595 -0.085077
C 1.493492 1.454597 0.101147
O 1.427259 0.023490 0.272549
C -0.006348 0.022365 0.109446
H -0.565792 2.113017 0.685915
H -0.366284 1.893934 -1.066923
H 2.100317 1.735257 -0.768983
H 1.900231 1.955066 0.988967
H -0.519878 -0.355952 1.002359
H -0.319701 -0.575674 -0.755593","10

C -0.0 -1.083207 2.4e-05
C 1.028208 0.048847 -2.2e-05
O 0.0 1.059838 3.8e-05
C -1.028208 0.048848 -2.2e-05
H -0.0 -1.714578 -0.890296
H -0.0 -1.714448 0.89044
H 1.671815 0.215861 0.88276
H 1.671668 0.215835 -0.882922
H -1.671668 0.215835 -0.882922
H -1.671815 0.215861 0.88276
",-193.034094,-192.820447,0.086675,-192.780496,-192.7619403,-192.7829724,-193.120769,-193.1127957,-193.1308069,-192.698063,-192.4650483,0.082433,-193.0441319,-193.0261207,-192.7005394,-192.6795073
dsgdb9nsd_000049,5,12,40,"12
H7 C3 N1 O1
C -0.102554 1.499071 -0.001336
C -0.005198 -0.003431 -0.027235
C -0.006885 -0.768907 1.264347
N 0.081868 -0.692028 -1.100873
O 0.074391 0.132154 -2.241953
H 0.783421 1.946909 -0.463540
H -0.961504 1.836141 -0.590220
H -0.198542 1.874630 1.019316
H -0.926200 -0.572979 1.829825
H 0.072562 -1.840648 1.075169
H 0.829372 -0.455533 1.901331
H 0.139759 -0.512543 -2.953893","12

C -0.464156 1.477654 0.01887
C -0.411784 -0.01184 0.020752
C -1.640281 -0.84077 -0.057376
N 0.717773 -0.644033 0.200877
O 1.864106 -0.146586 -0.18892
H -0.67582 1.827286 1.03944
H 0.48043 1.916341 -0.307193
H -1.298397 1.805702 -0.608021
H -2.090795 -0.684015 -1.047607
H -1.439757 -1.901064 0.090301
H -2.37378 -0.480321 0.67425
H 2.558184 -0.553279 0.37058
",-248.375248,-248.109892,0.100501,-248.158173,-248.136764,-248.1627319,-248.475749,-248.4649646,-248.4901321,-248.059197,-247.7713393,0.098976,-248.3896311,-248.3644636,-248.0637559,-248.037788
dsgdb9nsd_000050,5,10,36,"10
H5 C4 N1
N -0.008297 1.353628 0.009960
C 1.280333 1.824574 -0.000225
C 2.122166 0.736989 -0.014456
C 1.308499 -0.431096 -0.012842
C -0.003428 -0.018369 0.002357
H -0.832432 1.927727 0.021230
H 1.484718 2.883126 0.003543
H 3.200669 0.773431 -0.024884
H 1.648106 -1.455397 -0.021804
H -0.925516 -0.576971 0.008394","10

N 1.141674 -0.000138 -0.0
C 0.352664 1.107524 -0.0
C -1.015976 0.6858 0.0
C -1.016161 -0.685542 -0.0
C 0.352348 -1.107622 0.0
H 2.15354 -0.000276 1e-06
H 0.773065 2.1043 0.0
H -1.863855 1.354025 0.0
H -1.864222 -1.353536 -0.0
H 0.772499 -2.104503 1e-06
",-210.101789,-209.847401,0.082433,-209.897439,-209.871969,-209.900693,-210.184222,-210.1688997,-210.1962381,-209.815507,-209.5451017,0.081932,-210.1138051,-210.0864667,-209.818761,-209.790037
dsgdb9nsd_000051,5,9,36,"9
H4 C3 N2
N -0.009961 1.356362 0.010009
C 1.295354 1.795756 -0.000470
C 2.055505 0.656374 -0.014229
N 1.253857 -0.462751 -0.012609
C 0.023012 -0.007064 0.002001
H -0.831957 1.936184 0.021326
H 1.545540 2.843450 0.002891
H 3.131774 0.575698 -0.025242
H -0.876679 -0.604145 0.007508","9

N 1.119108 -0.001071 -1e-06
C 0.369905 1.101885 0.0
C -1.008035 0.618153 0.0
N -1.023414 -0.707292 -0.0
C 0.256837 -1.089905 0.0
H 2.132932 -0.041503 2e-06
H 0.775456 2.104944 1e-06
H -1.9034 1.226699 -0.0
H 0.612914 -2.112402 2e-06
",-226.160842,-225.900985,0.071145,-225.921153,-225.8981071,-225.9252184,-226.231987,-226.2180259,-226.2446468,-225.851066,-225.5772455,0.070087,-226.1735018,-226.1468809,-225.8551314,-225.8280201
dsgdb9nsd_000052,5,9,36,"9
H4 C4 O1
O -0.032558 1.350651 0.009674
C 1.253192 1.791677 -0.000304
C 2.116647 0.743756 -0.014415
C 1.303978 -0.438524 -0.012833
C 0.016296 -0.007772 0.001913
H 1.379511 2.861611 0.004274
H 3.193764 0.798655 -0.024586
H 1.638589 -1.463833 -0.021569
H -0.937363 -0.508999 0.008439","9

O -1.173336 1e-06 0.0
C -0.369926 1.079611 -0.0
C 0.989796 0.690574 0.0
C 0.989794 -0.690577 -0.0
C -0.369929 -1.07961 -0.0
H -0.859382 2.045206 -1e-06
H 1.833522 1.365324 1e-06
H 1.833519 -1.365328 -0.0
H -0.859386 -2.045204 0.0
",-229.969129,-229.702854,0.069883,-229.727771,-229.7014252,-229.7315029,-230.039012,-230.0215331,-230.0506739,-229.658746,-229.3762361,0.069025,-229.9807909,-229.9516501,-229.6624779,-229.6324002
dsgdb9nsd_000053,5,8,36,"8
H3 C3 N1 O1
O -0.038083 1.356440 0.009752
C 1.264970 1.768553 -0.000617
C 2.049558 0.666300 -0.014060
N 1.242271 -0.467321 -0.012375
C 0.040198 0.005616 0.001836
H 1.435139 2.830953 0.003408
H 3.125329 0.597830 -0.024808
H -0.893877 -0.533422 0.007969","8

O 0.70979 -0.907046 0.0
C -0.606867 -0.963596 0.0
C -1.098284 0.393997 0.0
N -0.05067 1.221199 0.0
C 1.010343 0.438343 -0.0
H -1.084492 -1.93626 -0.0
H -2.129749 0.724354 -1e-06
H 2.059454 0.707417 0.0
",-246.02915,-245.758245,0.058593,-245.748542,-245.7249142,-245.7529027,-246.087743,-246.0719376,-246.0999044,-245.691531,-245.4066331,0.057011,-246.0413114,-246.0133446,-245.6958917,-245.6679032
dsgdb9nsd_000054,5,17,42,"17
H12 C5
C -0.018590 1.534863 0.010399
C 0.002103 -0.004137 0.001970
C 0.746440 -0.513908 1.248876
C -1.441902 -0.536736 0.013115
C 0.722350 -0.500496 -1.264456
H 0.997769 1.944205 0.004355
H -0.541819 1.928414 -0.868199
H -0.527584 1.918884 0.901485
H 0.255496 -0.176027 2.168331
H 0.778154 -1.608924 1.270889
H 1.779648 -0.149758 1.269440
H -1.998719 -0.188888 -0.864081
H -1.459569 -1.632272 0.006499
H -1.980888 -0.199796 0.905616
H 1.754825 -0.135540 -1.301181
H 0.753970 -1.595240 -1.298223
H 0.213582 -0.153439 -2.170672","17

C 0.510336 0.045466 -1.475396
C 0.259652 -5.7e-05 0.000185
C 0.507717 1.255537 0.777983
C -1.756969 0.000225 -0.001965
C 0.507422 -1.301178 0.699156
H 1.608562 0.049841 -1.595282
H 0.143835 -0.836948 -2.003522
H 0.142925 0.958291 -1.948323
H 0.141758 2.153723 0.276787
H 0.137524 1.208477 1.803956
H 1.605651 1.35777 0.844746
H -1.944187 -0.908447 -0.564739
H -1.945667 -0.032656 1.066059
H -1.943849 0.941788 -0.507908
H 1.605435 -1.408122 0.757631
H 0.13874 -1.316959 1.726618
H 0.140332 -2.166718 0.144197
",-197.632222,-197.388683,0.158836,-197.432713,-197.4127696,-197.4347389,-197.791058,-197.7793338,-197.7973505,-197.279143,-197.0162353,0.15357,-197.6385145,-197.6204978,-197.2811689,-197.2591996
dsgdb9nsd_000055,5,15,42,"15
H10 C4 O1
C -0.008560 1.542701 0.001527
C 0.005068 0.007026 0.018562
C 0.761377 -0.518392 1.247664
C -1.420128 -0.549332 -0.021160
O 0.625905 -0.483637 -1.176571
H 1.013614 1.940208 0.002811
H -0.514597 1.907025 -0.897058
H -0.522148 1.948825 0.879183
H 0.281306 -0.201655 2.179436
H 0.799655 -1.611317 1.230225
H 1.790969 -0.140729 1.260830
H -1.938548 -0.199107 -0.918283
H -1.399376 -1.642591 -0.045638
H -1.988507 -0.230597 0.857265
H 1.531112 -0.154880 -1.192102","15

C -1.362547 -0.417208 -0.63064
C -0.153299 0.143991 0.078964
C 1.213184 -1.120087 -0.346292
C 0.464814 1.430829 -0.412231
O -0.130992 0.059582 1.411035
H -1.651742 -1.401858 -0.252029
H -2.195131 0.277761 -0.453061
H -1.202 -0.479332 -1.707291
H 1.250292 -0.999804 -1.4255
H 2.063878 -0.740222 0.210632
H 0.798285 -2.058121 0.011427
H -0.279655 2.221472 -0.242474
H 1.361358 1.690622 0.152933
H 0.683135 1.391431 -1.479162
H -0.753397 -0.603762 1.757446
",-233.560626,-233.307642,0.134977,-233.355572,-233.3389693,-233.360369,-233.695603,-233.6908276,-233.7091507,-233.223339,-232.9481901,0.132233,-233.5741737,-233.5558506,-233.228136,-233.2067363
dsgdb9nsd_000056,5,9,36,"9
H4 C4 O1
C -0.006939 1.495596 -0.010634
C -0.029862 -0.015946 0.062487
O -0.088152 -0.632151 1.103348
C 0.023370 -0.702567 -1.220624
C 0.067381 -1.260583 -2.286231
H 0.904298 1.832819 -0.516554
H -0.853385 1.855569 -0.605528
H -0.052378 1.910998 0.996959
H 0.104669 -1.770360 -3.218326","9

C 1.532372 -0.861115 4e-06
C 0.422362 0.127887 -2.8e-05
O 0.620647 1.352076 2e-06
C -0.963463 -0.151009 -1.8e-05
C -2.168576 -0.283566 3.6e-05
H 1.410118 -1.495673 0.888113
H 1.411029 -1.495049 -0.888668
H 2.504772 -0.367648 0.000668
H -3.227259 -0.451427 -9.4e-05
",-229.927277,-229.662192,0.065175,-229.638929,-229.6041077,-229.6435467,-229.992452,-229.9723355,-230.0064371,-229.575482,-229.2891764,0.063447,-229.9412621,-229.9071605,-229.5800997,-229.5406607
dsgdb9nsd_000057,5,8,36,"8
H3 C3 N1 O1
C -0.011711 1.499738 -0.012133
C -0.029197 -0.003387 0.071512
O -0.091640 -0.645929 1.087322
C 0.038311 -0.696903 -1.237486
N 0.091363 -1.229827 -2.262281
H 0.900931 1.833707 -0.518149
H -0.856639 1.848644 -0.616181
H -0.064165 1.921315 0.992038","8

C -1.366026 -0.96945 -1.6e-05
C -0.373272 0.169206 1.1e-05
O -0.799174 1.320289 -1.5e-05
C 1.041115 -0.039816 6.3e-05
N 2.180779 -0.255635 -3.7e-05
H -1.144861 -1.565394 -0.89808
H -1.145368 -1.564944 0.89848
H -2.392732 -0.60217 -0.000371
",-246.027383,-245.758693,0.05451,-245.686312,-245.6561772,-245.6903875,-246.081893,-246.0637994,-246.0947296,-245.634158,-245.3470738,0.052154,-246.0402196,-246.0092894,-245.6382335,-245.6040232
dsgdb9nsd_000059,5,8,36,"8
H3 C3 N1 O1
N -0.041339 1.336478 0.008779
C 0.065684 -0.022497 0.001142
O 1.124203 -0.617777 -0.011613
C -1.222828 -0.708749 0.009719
C -2.263186 -1.310956 0.016438
H 0.804149 1.883101 0.003742
H -0.934172 1.797183 0.019499
H -3.175032 -1.856969 0.022326","8

N 1.449465 0.809266 -2.8e-05
C 0.47749 -0.062905 -0.000163
O 0.597193 -1.324892 4.2e-05
C -0.914521 0.212103 0.000239
C -2.128803 0.236447 -0.0001
H 2.417873 0.506447 -0.000113
H 1.251124 1.802307 0.000274
H -3.197785 0.311645 -0.000163
",-245.997884,-245.730187,0.054731,-245.707908,-245.6766969,-245.7140675,-246.052615,-246.038806,-246.0705439,-245.652932,-245.3620694,0.054976,-246.0158129,-245.984075,-245.6590915,-245.6217209
dsgdb9nsd_000060,5,9,38,"9
H4 C3 O2
C -0.431261 1.305867 -0.127586
C 0.252857 -0.010270 0.131389
O 0.698721 -0.368903 1.196047
C 0.389789 -0.967737 -1.062262
O -0.016113 -0.715643 -2.165837
H 0.100066 1.853245 -0.913326
H -1.442704 1.130694 -0.509234
H -0.467576 1.895482 0.788365
H 0.903299 -1.915588 -0.795320","9

C 0.899704 1.306078 1.6e-05
C 0.703126 -0.166289 2e-05
O 1.340843 -1.136471 -2.5e-05
C -1.136553 -0.578987 1.4e-05
O -1.884039 0.305444 -2.6e-05
H 0.412498 1.725911 -0.886967
H 0.412271 1.725999 0.886823
H 1.973408 1.508505 0.000119
H -1.250267 -1.677006 0.000135
",-267.10335,-266.825131,0.064992,-266.830774,-266.8073196,-266.8374077,-267.168342,-267.1567046,-267.1848546,-266.76859,-266.4744448,0.062184,-267.1198626,-267.0917126,-266.7752237,-266.7451356
dsgdb9nsd_000062,5,8,38,"8
H3 C2 N1 O2
N -0.055255 1.325485 0.008972
C 0.089145 -0.029265 0.000674
O 1.146254 -0.615571 -0.011848
C -1.265720 -0.766236 0.009701
O -1.346337 -1.959937 0.004632
H 0.769157 1.903871 0.004481
H -0.955423 1.772386 0.019794
H -2.171759 -0.113973 0.021377","8

N -0.700962 -1.233469 -4.6e-05
C -0.635408 0.072514 -3.5e-05
O -1.43791 0.96274 5.2e-05
C 0.999803 0.632766 -5.9e-05
O 1.826082 -0.192593 4.4e-05
H -1.602648 -1.699531 -6e-06
H 0.146226 -1.78992 0.000201
H 1.071408 1.730878 -8.2e-05
",-283.16874,-282.887267,0.054577,-282.890574,-282.8692546,-282.8983465,-283.223317,-283.2176403,-283.2436417,-282.836878,-282.5334782,0.053696,-283.1890647,-283.1630633,-282.8446505,-282.8155586
dsgdb9nsd_000063,5,13,38,"13
H8 C5
C -0.017634 1.548595 -0.002536
C -0.017192 0.007358 0.032696
C 0.758185 -0.528202 1.252789
C -1.382133 -0.517684 0.007755
C -2.507964 -0.940056 0.004786
H 1.009444 1.926396 -0.026328
H -0.545146 1.922171 -0.883935
H -0.512430 1.953399 0.885606
H 0.493662 -0.349042 -0.872659
H 0.289685 -0.193454 2.183347
H 0.778334 -1.621025 1.257837
H 1.789525 -0.161817 1.235750
H -3.499982 -1.318102 -0.007236","13

C -1.318181 -1.111964 0.196421
C -0.392603 -0.074506 -0.446302
C -0.714034 1.439222 0.160015
C 0.97836 -0.18168 -0.157771
C 2.18159 -0.213578 0.134658
H -2.356308 -0.842674 -0.005986
H -1.121701 -2.095795 -0.240905
H -1.166956 -1.175017 1.276335
H -0.552572 0.047152 -1.52475
H -0.587953 1.431347 1.241216
H -0.087636 2.188835 -0.319504
H -1.763507 1.560867 -0.121136
H 3.225844 -0.259681 0.372609
",-195.186772,-194.940064,0.112471,-194.952045,-194.9210368,-194.9546457,-195.299243,-195.2801666,-195.3087085,-194.842152,-194.5724764,0.109893,-195.1962375,-195.1676956,-194.8447527,-194.8111438
dsgdb9nsd_000064,5,12,38,"12
H7 C4 N1
C -0.002424 1.550358 0.010562
C -0.018566 0.010044 -0.022618
C -1.450453 -0.557662 0.012933
C 0.701257 -0.485832 -1.201728
N 1.261909 -0.871268 -2.136197
H 1.019595 1.936732 0.003497
H -0.529728 1.961416 -0.854984
H -0.501343 1.903468 0.917559
H 0.524819 -0.362225 0.855255
H -2.024279 -0.214287 -0.852519
H -1.444383 -1.650269 0.007541
H -1.958055 -0.217259 0.919968","12

C 1.34256 1.058444 0.203428
C 0.352171 0.143159 -0.467403
C 0.605248 -1.537586 0.150905
C -1.006521 0.241738 -0.127585
N -2.146406 0.280004 0.180721
H 1.211769 2.059416 -0.242798
H 1.173418 1.153629 1.278287
H 2.366605 0.740729 8.8e-05
H 0.508152 -0.0516 -1.533563
H 0.476421 -1.482242 1.228792
H -0.109076 -2.174084 -0.364882
H 1.636804 -1.6404 -0.187045
",-211.295796,-211.044592,0.102281,-210.999654,-210.969159,-211.0024474,-211.398077,-211.3809404,-211.406859,-210.902163,-210.626563,0.097491,-211.304578,-211.2786594,-210.9049564,-210.871668
dsgdb9nsd_000065,5,11,38,"11
H6 C3 N2
C -0.010643 1.541287 0.007221
C -0.002038 0.007560 0.038635
N 0.762687 -0.471018 1.192509
C -1.385420 -0.520993 -0.001941
N -2.456808 -0.956361 0.006950
H 1.020435 1.901066 0.003924
H -0.528732 1.911935 -0.880315
H -0.518495 1.941504 0.890132
H 0.504188 -0.358055 -0.862761
H 0.300707 -0.183649 2.051553
H 0.781490 -1.486703 1.204282","11

C 1.363827 -1.006698 -0.166771
C 0.410257 0.027219 0.441085
N 0.565484 1.355047 -0.149592
C -1.012455 -0.207798 0.123132
N -2.129698 -0.33467 -0.169561
H 2.396024 -0.736034 0.064874
H 1.142312 -1.977296 0.283842
H 1.229182 -1.089448 -1.248193
H 0.534183 0.121496 1.524292
H 0.701424 1.455162 -1.158656
H 0.376596 2.20715 0.383227
",-227.338075,-227.085481,0.091554,-227.08152,-227.0579485,-227.0859288,-227.429629,-227.417313,-227.4419972,-226.992337,-226.7252219,0.089183,-227.3504432,-227.325759,-226.9967458,-226.9687655
